 1.05433778e+01 3.00000000e+01
 1.11015179e+01 2.97100000e+01
 1.16889875e+01 2.94200000e+01
 1.23074770e+01 2.91300000e+01
 1.29587866e+01 2.88400000e+01
 1.36448334e+01 2.85500000e+01
 1.43676611e+01 2.82600000e+01
 1.51294484e+01 2.79700000e+01
 1.59325197e+01 2.76800000e+01
 1.67793558e+01 2.73900000e+01
 1.76726060e+01 2.71000000e+01
 1.86151010e+01 2.68100000e+01
 1.96098667e+01 2.65200000e+01
 2.06601400e+01 2.62300000e+01
 2.17693847e+01 2.59400000e+01
 2.29413105e+01 2.56500000e+01
 2.41798918e+01 2.53600000e+01
 2.54893899e+01 2.50700000e+01
 2.68743763e+01 2.47800000e+01
 2.83397583e+01 2.44900000e+01
 2.98908072e+01 2.42000000e+01
 3.15331888e+01 2.39100000e+01
 3.32729973e+01 2.36200000e+01
 3.51167923e+01 2.33300000e+01
 3.70716392e+01 2.30400000e+01
 3.91451535e+01 2.27500000e+01
 4.13455503e+01 2.24600000e+01
 4.36816979e+01 2.21700000e+01
 4.61631774e+01 2.18800000e+01
 4.88003480e+01 2.15900000e+01
 5.16044200e+01 2.13000000e+01
 5.45875344e+01 2.10100000e+01
 5.77628520e+01 2.07200000e+01
 6.11446517e+01 2.04300000e+01
 6.47484393e+01 2.01400000e+01
 6.85910696e+01 1.98500000e+01
 7.26908805e+01 1.95600000e+01
 7.70678443e+01 1.92700000e+01
 8.17437349e+01 1.89800000e+01
 8.67423159e+01 1.86900000e+01
 9.20895503e+01 1.84000000e+01
 9.78138357e+01 1.81100000e+01
 1.03946269e+02 1.78200000e+01
 1.10520942e+02 1.75300000e+01
 1.17575277e+02 1.72400000e+01
 1.25150405e+02 1.69500000e+01
 1.33291589e+02 1.66600000e+01
 1.42048711e+02 1.63700000e+01
 1.51476814e+02 1.60800000e+01
 1.61636729e+02 1.57900000e+01
 1.72595784e+02 1.55000000e+01
