#Pressure(kbar)	a(Bohr)	c(Bohr)	z(O)(Bohr)	z(H)(Bohr)	z(Ca)(Bohr)	Energy	Unit-cell volume	Enthalpy	1e contrib	Hartree contr	XC contrib	Ewald contrib
																		
181.16		6.89121	9.12373	6.8428		2.28093					-151.48424809	375.22632		-151.25	-45.07301473	28.91195921	-23.66765549	-111.65553707
200.42		6.85811	9.05406	6.79054		2.26351					-151.47514529	368.79362		-151.221	-44.10912762	28.62721570	-23.69649641	-112.29673696
390.88		6.60172	8.54289	6.40717		2.13572					-151.37887425	322.44101		-150.945	-36.46187703	26.42146892	-23.93543390	-117.40303225
584.43		6.41777	8.20207	6.15155		2.05052					-151.27681752	292.56459		-150.688	-30.74146518	24.83385300	-24.12566029	-121.24354505
976.43		6.15719	7.74423	5.80817		1.93606					-151.07189688	254.25749		-150.218	-22.19989626	22.56471416	-24.42775719	-127.00895759
1372.42		5.97173	7.43404	5.57553		1.85851					-150.87251201	229.59145		-149.788	-15.76738539	20.93777397	-24.66948541	-131.37341519
